EmployeeID,Age,MonthlySalary,OvertimeHoursPerMonth,LeavesTaken,ProjectsHandled,TrainingHours,CustomerSatisfaction,LastPromotionYear,YearsAtCompany,WorkLifeBalanceScore,PerformanceRating,AttritionRisk_Label,tenure_adjusted_salary,years_since_last_promotion,overtime_to_projects_ratio,days_since_last_leave,engagement_score,Gender_Female,Gender_Male,Gender_Other,Department_Finance,Department_Hr,Department_It,Department_Marketing,Department_Sales,Department_Support,JobRole_Account Manager,JobRole_Accountant,JobRole_Auditor,JobRole_Content Lead,JobRole_Developer,JobRole_Engineer,JobRole_Helpdesk,JobRole_Hr Executive,JobRole_Hr Manager,JobRole_Sales Executive,JobRole_Seo Analyst,JobRole_Support Engineer,JobRole_Tester,EducationLevel_1,EducationLevel_2,EducationLevel_3,EducationLevel_4,EducationLevel_5
118,52,31840,29,30,4,59,5.0,2017,12,-0.8,2,1,2449.230769230769,7,5.8,251,-0.9871341361595563,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
119,31,44728,6,7,4,33,5.0,2023,3,7.63,3,0,11182.0,1,1.2,350,0.34994502460419885,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
120,59,144337,30,28,2,6,1.0,2024,15,-0.67,3,0,9021.0625,0,10.0,227,-1.393006705689485,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
121,45,78575,39,22,10,60,5.0,2022,12,-1.47,2,1,6044.2307692307695,2,3.5454545454545454,134,-1.065167706001391,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
122,59,121058,19,6,4,35,10.0,2019,11,5.2,3,0,10088.166666666666,5,3.8,241,1.0372617593747415,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
123,49,151344,12,22,15,51,5.0,2021,7,3.93,4,0,18918.0,3,0.75,346,0.27426716718667327,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
124,44,67225,15,3,4,42,5.0,2024,3,6.5,3,0,16806.25,0,3.0,363,0.2183361680052831,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
125,22,172135,0,13,6,21,5.0,2023,10,7.83,4,0,15648.636363636364,1,0.0,319,0.7284924244749663,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
126,60,91931,18,1,6,49,5.0,2023,8,6.23,3,0,10214.555555555555,1,2.5714285714285716,18,0.18688980403917055,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
127,25,89066,4,5,7,73,5.0,2015,14,8.37,3,0,5937.733333333334,9,0.5,167,0.4361313554742851,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
128,47,72561,22,19,14,66,5.0,2024,5,2.43,3,0,12093.5,0,1.4666666666666666,348,-0.25568865178019184,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
129,56,68809,29,17,13,12,1.0,2017,8,1.37,4,0,7645.444444444444,7,2.0714285714285716,186,-0.8001581587903946,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
130,35,93279,2,14,13,35,5.0,2022,7,7.27,5,0,11659.875,2,0.14285714285714285,94,1.018524133181861,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
131,27,55650,9,4,14,18,1.0,2019,10,7.53,3,0,5059.090909090909,5,0.6,170,-0.4379689852371766,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
132,59,74552,11,5,11,8,5.0,2021,7,6.97,5,0,9319.0,3,0.9166666666666666,208,0.9835837287750692,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
133,55,145869,22,5,3,29,5.0,2020,6,4.77,5,0,20838.428571428572,4,5.5,53,0.7273540964585963,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
134,45,148129,9,19,14,8,5.0,2022,11,5.03,3,0,12344.083333333334,2,0.6,56,0.047128186412003475,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
135,38,44652,9,18,12,50,5.0,2012,14,5.2,3,0,2976.8,12,0.6923076923076923,5,0.06692774890918549,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
136,39,178756,27,12,13,76,5.0,2024,2,2.6,5,0,59585.333333333336,0,1.9285714285714286,345,0.47461850458280264,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
137,56,110538,32,3,4,38,5.0,2018,9,3.1,3,0,11053.8,6,6.4,101,-0.1776550819383569,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
138,40,39286,12,25,11,52,5.0,2019,12,3.43,4,0,3022.0,5,1.0,257,0.2160331598420203,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
139,30,55595,4,13,6,36,5.0,2021,4,7.03,4,0,11119.0,3,0.5714285714285714,234,0.6353180127235215,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
140,56,168010,32,17,14,65,1.0,2022,3,0.77,5,0,42002.5,2,2.1333333333333333,115,-0.514785170671072,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
141,50,71526,24,7,3,10,5.0,2022,10,4.03,2,1,6502.363636363636,2,6.0,193,-0.42459362521020866,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
142,23,152981,3,8,14,56,9.0,2020,7,8.07,4,0,19122.625,4,0.2,239,1.5327119563728442,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
143,51,60483,16,23,8,38,6.0,2021,6,2.97,3,0,8640.42857142857,3,1.7777777777777777,25,0.0012708782451445282,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
144,53,37564,10,0,2,41,10.0,2021,4,8.0,3,0,7512.8,3,3.3333333333333335,323,1.363372200504798,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
145,52,103473,11,0,5,80,5.0,2023,4,7.8,3,0,20694.6,1,1.8333333333333333,355,0.36974458710138075,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
146,43,98618,6,1,8,42,5.0,2021,14,8.63,3,0,6574.533333333334,3,0.6666666666666666,11,0.4664130392935047,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
147,28,69768,21,8,4,13,1.0,2019,10,4.47,4,0,6342.545454545455,5,4.2,51,-0.4391073132535464,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
148,32,124262,16,27,1,76,8.0,2022,11,2.3,4,0,10355.166666666666,2,8.0,179,0.6666247095224381,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
149,48,31181,32,1,10,15,10.0,2015,11,3.43,3,0,2598.4166666666665,9,2.909090909090909,156,0.83111337337467,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
150,48,139956,35,0,10,10,5.0,2019,10,3.0,3,0,12723.272727272728,5,3.1818181818181817,136,-0.1893018834072875,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
151,34,53489,23,27,3,51,5.0,2019,6,0.9,3,0,7641.285714285715,5,5.75,85,-0.4338847142548299,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
152,34,123313,12,21,5,25,7.0,2020,5,4.1,4,0,20552.166666666668,4,2.0,17,0.6822003338700776,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
153,52,34410,3,8,3,26,5.0,2022,4,8.07,4,0,6882.0,2,0.75,359,0.7564447480003996,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
154,54,35504,30,20,9,8,5.0,2018,9,0.67,4,0,3550.4,6,3.0,135,-0.10541856070046403,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
155,41,47809,37,20,2,71,5.0,2023,8,-0.73,4,0,5312.111111111111,1,12.333333333333334,115,-0.2684737812654923,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
156,33,152793,30,14,11,51,5.0,2023,2,1.67,3,0,50931.0,1,2.5,106,-0.3442043429440644,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
157,51,144222,23,16,15,75,5.0,2023,8,2.73,4,0,16024.666666666666,1,1.4375,115,0.13450554955950614,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
158,55,122095,15,0,13,32,5.0,2020,7,7.0,4,0,15261.875,4,1.0714285714285714,151,0.6318239722828424,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
159,60,176852,18,9,2,62,3.0,2014,13,4.9,5,0,12632.285714285714,10,6.0,196,0.35436133418198384,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
160,51,138076,2,15,7,47,3.0,2022,15,7.1,3,0,8629.75,2,0.25,271,-0.0999166273673557,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
161,53,166057,33,17,2,77,1.0,2024,2,0.57,3,0,55352.333333333336,0,11.0,186,-1.2485863674747457,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
162,35,81547,37,9,3,30,5.0,2021,4,1.1,4,0,16309.4,3,9.25,302,-0.05533731438406245,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
163,47,78148,5,10,4,22,5.0,2024,8,7.33,5,0,8683.111111111111,0,1.0,234,1.0255122140632194,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
164,25,57534,39,3,15,14,5.0,2022,5,1.7,3,0,9589.0,2,2.4375,66,-0.34071030250338513,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
165,60,77413,27,0,6,50,5.0,2020,15,4.6,2,1,4838.3125,4,3.857142857142857,346,-0.3582068568373043,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
166,31,143831,17,0,13,72,5.0,2023,2,6.6,3,0,47943.666666666664,1,1.2142857142857142,19,0.22998296947421362,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
167,28,126163,6,10,11,15,5.0,2022,3,7.13,3,0,31540.75,2,0.5,255,0.2917110172595458,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
168,34,151729,35,0,14,46,5.0,2020,5,3.0,3,0,25288.166666666668,4,2.3333333333333335,144,-0.1893018834072875,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
169,33,44773,6,7,5,57,8.0,2020,10,7.63,3,0,4070.2727272727275,4,1.0,295,0.9321454308835323,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
170,60,115425,40,25,5,78,1.0,2024,5,-2.17,1,1,19237.5,0,6.666666666666667,131,-2.2782163215892566,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
171,60,52297,39,1,12,72,5.0,2017,13,2.03,5,0,3735.5,7,3.0,290,0.4082317362098982,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
172,22,166881,6,1,13,77,5.0,2020,12,8.63,3,0,12837.0,4,0.42857142857142855,191,0.4664130392935047,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
173,39,38986,8,13,12,53,10.0,2015,13,6.23,1,0,2784.714285714286,9,0.6153846153846154,139,0.446716220638914,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
174,43,172355,27,11,13,43,5.0,2024,13,2.77,4,0,12311.07142857143,0,1.9285714285714286,67,0.13916427014707838,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
175,51,43852,39,14,11,73,5.0,2024,2,-0.13,4,0,14617.333333333334,0,3.25,286,-0.19859297245190868,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
176,24,134669,28,24,11,45,4.0,2024,9,0.4,3,0,13466.9,0,2.3333333333333335,54,-0.6861855236925941,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
177,59,126177,10,15,10,78,3.0,2023,2,5.5,1,0,42059.0,1,0.9090909090909091,133,-0.9967730447360577,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
178,49,47221,12,4,3,56,6.0,2018,15,6.93,4,0,2951.3125,6,3.0,167,0.817738013347702,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
179,34,88315,22,17,12,24,5.0,2017,9,2.77,2,1,8831.5,7,1.6923076923076923,135,-0.5713433237187341,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
180,49,139006,23,26,3,79,8.0,2015,14,1.07,2,1,9267.066666666668,9,5.75,24,-0.1871385424112205,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
181,30,124984,12,6,5,75,3.0,2021,4,6.6,3,0,24996.8,3,2.0,111,-0.15815063471200871,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
182,51,48033,8,2,7,70,4.0,2022,11,8.07,3,0,4002.75,2,1.0,290,0.20712414897438222,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
183,28,176131,18,16,1,27,4.0,2017,8,3.73,3,0,19570.11111111111,7,9.0,35,-0.2983470347772054,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
184,58,83089,4,26,3,45,5.0,2014,11,4.87,2,0,6924.083333333333,10,1.0,296,-0.32676049287119174,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
185,33,65067,31,9,7,25,1.0,2022,3,2.3,4,0,16266.75,2,3.875,175,-0.6918429051293402,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
186,29,35093,37,13,5,35,5.0,2024,11,0.43,4,0,2924.4166666666665,0,6.166666666666667,37,-0.1333708842258974,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
187,33,161083,16,15,12,58,6.0,2024,4,4.3,3,0,32216.6,0,1.2307692307692308,321,0.1561733377819213,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
188,26,142521,23,5,15,79,4.0,2012,14,4.57,4,0,9501.4,12,1.4375,221,0.15473989449471784,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
189,55,98836,40,6,7,26,5.0,2021,4,1.0,2,1,19767.2,3,5.0,3,-0.7774917097188055,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
190,23,36596,20,22,8,7,5.0,2020,9,2.33,5,0,3659.6,4,2.2222222222222223,39,0.44317214061669,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
191,25,79311,9,20,1,7,5.0,2023,3,4.87,4,0,19827.75,1,4.5,311,0.3837471009946208,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
192,51,177547,39,16,13,11,5.0,2023,6,-0.47,3,0,25363.85714285714,1,2.7857142857142856,323,-0.5934458943791789,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
193,51,139711,39,28,6,17,7.0,2020,6,-2.47,5,0,19958.714285714286,4,5.571428571428571,365,0.27225927429424407,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
194,23,133661,25,11,13,36,5.0,2021,14,3.17,4,0,8910.733333333334,3,1.7857142857142858,354,0.18575147602280073,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
195,55,119959,26,4,6,6,3.0,2023,8,4.13,3,0,13328.777777777777,1,3.7142857142857144,133,-0.4458266309945942,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
196,29,41236,37,17,6,26,5.0,2024,13,-0.23,4,0,2945.4285714285716,0,5.285714285714286,340,-0.21023977392083928,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
197,36,60667,4,11,7,12,5.0,2020,5,7.37,4,0,10111.166666666666,4,0.5,181,0.6749171377178854,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
198,57,85219,20,5,12,73,5.0,2020,11,5.17,4,0,7101.583333333333,4,1.5384615384615385,33,0.4186875054014126,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
199,22,113299,13,7,11,69,5.0,2022,8,6.23,2,0,12588.777777777777,2,1.0833333333333333,121,-0.16836399289373571,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
200,35,73218,39,2,2,15,5.0,2024,4,1.87,2,1,14643.6,0,13.0,11,-0.6761645369391095,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
201,51,166935,17,29,2,13,5.0,2020,10,1.77,5,0,15175.90909090909,4,5.666666666666667,125,0.37795005239067875,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
202,21,149268,25,4,2,42,5.0,2019,10,4.33,5,0,13569.818181818182,5,8.333333333333334,190,0.6761081699953019,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
203,24,167109,22,15,15,21,5.0,2023,2,3.1,3,0,55703.0,1,1.375,22,-0.1776550819383569,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
204,23,44615,10,20,1,67,5.0,2024,5,4.67,5,0,7435.833333333333,0,5.0,327,0.7157072949896658,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
205,40,174938,33,26,3,7,5.0,2021,6,-0.93,3,0,24991.14285714286,3,8.25,106,-0.6470211811362596,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
206,55,141609,8,22,7,14,8.0,2019,9,4.73,4,0,14160.9,5,1.0,206,0.9496419852174517,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
207,48,143395,26,30,15,61,10.0,2023,2,-0.2,2,1,47798.333333333336,1,1.625,119,0.053080683119583284,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
208,48,91560,32,28,6,54,7.0,2024,6,-1.07,4,0,13080.0,0,4.571428571428571,72,0.08006069792636612,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
209,42,178594,4,1,10,8,3.0,2024,2,9.03,3,0,59531.333333333336,0,0.36363636363636365,88,0.1248666409830046,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
210,49,136861,6,27,11,34,2.0,2017,12,4.3,3,0,10527.76923076923,7,0.5,88,-0.6200938705905233,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
211,48,70640,13,16,13,64,5.0,2023,7,4.73,2,0,8830.0,1,0.9285714285714286,202,-0.3430660149276945,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
212,60,86918,35,25,10,14,7.0,2018,15,-1.17,5,0,5432.375,6,3.1818181818181817,158,0.4236676933903418,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
213,27,87099,9,24,3,30,4.0,2023,7,4.2,3,0,10887.375,1,2.25,66,-0.2436070678732316,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
214,52,33037,18,6,7,46,8.0,2021,8,5.4,3,0,3670.777777777778,3,2.25,161,0.6724217581263803,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
215,38,143214,36,28,11,30,5.0,2021,8,-1.87,5,0,15912.666666666666,3,3.0,71,-0.04599352107839471,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
216,30,168202,17,14,1,80,5.0,2023,3,4.27,5,0,42050.5,1,8.5,288,0.6691200891139434,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
217,25,151301,31,30,12,46,5.0,2018,15,-1.2,4,0,9456.3125,6,2.3846153846153846,298,-0.323213748169466,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
218,35,32158,10,18,6,48,5.0,2024,3,5.0,4,0,8039.5,0,1.4285714285714286,358,0.3988879429042305,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
219,42,122405,16,16,12,21,5.0,2023,2,4.13,3,0,40801.666666666664,1,1.2307692307692308,344,-0.05769302680837187,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
220,39,33150,3,20,14,28,3.0,2023,2,6.07,4,0,11050.0,1,0.2,41,0.1353751144355655,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
221,55,70445,25,11,14,33,5.0,2024,13,3.17,2,1,5031.785714285715,0,1.6666666666666667,186,-0.5247561178430117,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
222,24,173731,28,25,4,23,5.0,2019,6,0.23,4,0,24818.714285714286,5,5.6,109,-0.1566644871637586,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
223,26,35989,16,6,6,72,5.0,2016,9,5.8,3,0,3598.9,8,2.2857142857142856,84,0.13680855772276898,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
224,26,87882,32,6,2,21,4.0,2015,14,2.6,3,0,5858.8,9,10.666666666666666,98,-0.429955891376121,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
225,44,125274,38,8,4,77,3.0,2021,9,1.07,1,1,12527.4,3,7.6,247,-1.5127263498096826,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
226,32,69596,8,25,1,51,5.0,2019,6,4.23,3,0,9942.285714285714,5,4.0,329,-0.046046225339441214,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
227,21,150477,30,11,7,37,2.0,2021,4,2.17,3,0,30095.4,3,3.75,120,-0.8681707418787449,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
228,39,147300,26,12,12,62,3.0,2024,2,2.8,3,0,49100.0,0,2.0,219,-0.600729090531371,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
229,28,137113,9,6,5,69,5.0,2020,6,7.2,3,0,19587.571428571428,4,1.5,243,0.29986377828779726,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
230,54,43249,4,20,2,62,5.0,2022,9,5.87,4,0,4324.9,2,1.3333333333333333,206,0.5002151156839266,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
231,27,35448,40,20,4,41,5.0,2020,11,-1.33,4,0,2954.0,4,8.0,59,-0.3383545900790757,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
232,56,122891,14,25,6,45,5.0,2017,12,3.03,4,0,9453.153846153846,7,2.0,249,0.1694459539662979,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
233,24,42837,34,5,10,14,5.0,2020,6,2.37,4,0,6119.571428571428,4,3.090909090909091,34,0.09257706427135604,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
234,29,74702,15,11,3,54,5.0,2014,13,5.17,3,0,5335.857142857143,10,3.75,225,0.06343370846850628,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
235,38,112040,37,3,9,54,5.0,2012,14,2.1,3,0,7469.333333333333,12,3.7,226,-0.29412309662766284,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
236,35,170493,17,6,15,57,5.0,2020,11,5.6,3,0,14207.75,4,1.0625,355,0.11351495478490777,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
237,42,44817,9,25,14,60,6.0,2023,2,4.03,3,0,14939.0,1,0.6,105,0.12472697381580877,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
238,56,39070,7,20,12,54,7.0,2023,2,5.27,3,0,13023.333333333334,1,0.5384615384615384,105,0.4632141141236592,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
