employee_id,current_skill
437,Speaking
438,Writing
438,Speaking
438,Learning Strategies
439,Reading Comprehension
439,Critical Thinking
439,Writing
439,Active Listening
440,Learning Strategies
440,Reading Comprehension
440,Speaking
441,Critical Thinking
441,Science
441,Active Listening
442,Active Listening
442,Writing
442,Critical Thinking
442,Active Learning
443,Monitoring
443,Reading Comprehension
443,Mathematics
443,Science
443,Writing
444,Monitoring
444,Reading Comprehension
444,Active Listening
445,Active Learning
445,Learning Strategies
445,Critical Thinking
445,Mathematics
446,Speaking
446,Active Learning
446,Science
446,Learning Strategies
446,Writing
447,Speaking
447,Monitoring
447,Critical Thinking
447,Active Learning
448,Learning Strategies
448,Reading Comprehension
448,Science
449,Active Learning
449,Critical Thinking
449,Learning Strategies
450,Science
450,Critical Thinking
450,Monitoring
451,Science
451,Active Listening
451,Mathematics
452,Reading Comprehension
452,Mathematics
452,Learning Strategies
452,Science
453,Speaking
453,Active Listening
453,Critical Thinking
454,Speaking
454,Mathematics
454,Reading Comprehension
455,Monitoring
455,Critical Thinking
455,Active Learning
455,Mathematics
455,Learning Strategies
456,Active Listening
456,Critical Thinking
456,Speaking
456,Writing
456,Mathematics
457,Mathematics
457,Speaking
457,Reading Comprehension
457,Active Learning
457,Writing
458,Speaking
458,Active Listening
458,Learning Strategies
459,Science
459,Critical Thinking
459,Monitoring
459,Learning Strategies
459,Active Learning
460,Active Listening
460,Monitoring
460,Critical Thinking
461,Learning Strategies
461,Speaking
461,Critical Thinking
461,Mathematics
461,Reading Comprehension
462,Learning Strategies
462,Critical Thinking
462,Science
462,Monitoring
463,Active Listening
463,Speaking
463,Learning Strategies
464,Speaking
464,Active Learning
464,Writing
465,Active Learning
465,Monitoring
465,Speaking
466,Learning Strategies
466,Reading Comprehension
466,Active Learning
466,Critical Thinking
466,Writing
467,Critical Thinking
467,Learning Strategies
467,Monitoring
468,Critical Thinking
468,Monitoring
468,Learning Strategies
468,Active Listening
468,Mathematics
469,Reading Comprehension
469,Writing
469,Critical Thinking
470,Mathematics
470,Science
470,Speaking
471,Learning Strategies
471,Reading Comprehension
471,Active Listening
471,Critical Thinking
471,Science
472,Active Learning
472,Active Listening
472,Monitoring
472,Mathematics
472,Learning Strategies
473,Monitoring
473,Writing
473,Mathematics
473,Active Listening
474,Monitoring
474,Critical Thinking
474,Science
475,Learning Strategies
475,Monitoring
475,Active Listening
475,Critical Thinking
475,Mathematics
476,Writing
476,Reading Comprehension
476,Mathematics
476,Speaking
477,Monitoring
477,Reading Comprehension
477,Science
477,Speaking
478,Science
478,Learning Strategies
478,Monitoring
478,Writing
478,Active Learning
479,Critical Thinking
479,Speaking
479,Science
479,Writing
479,Reading Comprehension
480,Reading Comprehension
480,Speaking
480,Active Listening
480,Learning Strategies
481,Active Listening
481,Critical Thinking
481,Science
481,Active Learning
481,Mathematics
482,Reading Comprehension
482,Critical Thinking
482,Learning Strategies
482,Mathematics
483,Writing
483,Mathematics
483,Reading Comprehension
483,Monitoring
484,Active Listening
484,Mathematics
484,Monitoring
484,Speaking
485,Science
485,Active Listening
485,Mathematics
486,Active Listening
486,Reading Comprehension
486,Science
487,Writing
487,Mathematics
487,Speaking
487,Critical Thinking
487,Monitoring
488,Mathematics
488,Speaking
488,Critical Thinking
489,Science
489,Critical Thinking
489,Learning Strategies
489,Speaking
489,Mathematics
490,Active Listening
490,Speaking
490,Writing
490,Reading Comprehension
490,Mathematics
491,Critical Thinking
491,Active Listening
491,Mathematics
491,Learning Strategies
492,Learning Strategies
492,Mathematics
492,Reading Comprehension
492,Monitoring
492,Critical Thinking
493,Reading Comprehension
493,Writing
493,Mathematics
493,Speaking
493,Critical Thinking
494,Science
494,Monitoring
494,Speaking
494,Mathematics
495,Active Learning
495,Speaking
495,Learning Strategies
495,Reading Comprehension
495,Active Listening
496,Active Listening
496,Critical Thinking
496,Learning Strategies
496,Speaking
496,Science
497,Science
497,Mathematics
497,Active Learning
498,Writing
498,Active Learning
498,Speaking
498,Science
499,Active Listening
499,Reading Comprehension
499,Writing
500,Speaking
500,Active Listening
500,Reading Comprehension
500,Mathematics
500,Critical Thinking
